Lämpötilan keskiarvo [°C],Alin lämpötila [°C],Ylin lämpötila [°C],Tunnin sademäärä [mm],Suhteellisen kosteuden keskiarvo [%],Ilmanpaineen keskiarvo [hPa],Keskituulen nopeus [m/s],Kovin keskituulen nopeus [m/s],Kovin puuska [m/s],Tuulen suunnan keskiarvo [°]
0.7,0.6,1.0,0.0,85,1024.9,2.1,2.5,3.7,150.0
0.6,0.3,0.9,0.0,87,1024.5,1.9,2.2,2.7,145.0
0.1,-0.1,0.4,0.0,90,1024.2,2.2,2.5,3.2,134.0
-0.1,-0.2,-0.1,0.0,91,1024.0,2.0,2.5,3.5,127.0
-0.2,-0.3,-0.1,0.0,91,1024.0,2.9,3.4,4.9,144.0
-0.1,-0.2,0.0,0.0,94,1024.0,2.5,3.0,5.1,155.0
0.1,0.0,0.2,0.0,95,1023.8,2.0,2.5,3.7,166.0
0.3,0.2,0.5,0.0,94,1023.5,1.5,2.6,4.6,180.0
0.5,0.5,0.6,0.0,94,1023.2,1.4,2.6,4.4,175.0
0.5,0.4,0.5,0.0,97,1022.9,1.3,2.2,2.7,204.0
0.4,0.3,0.5,0.0,98,1022.6,0.6,1.0,2.3,193.0
0.4,0.3,0.5,0.0,98,1022.1,1.3,2.2,3.0,182.0
0.3,0.2,0.5,0.0,97,1021.9,2.2,2.7,3.7,238.0
0.1,0.0,0.3,0.0,98,1021.6,2.9,3.5,4.6,236.0
0.1,0.0,0.1,0.0,98,1021.4,2.2,2.7,3.7,228.0
0.2,0.1,0.3,0.0,99,1021.3,2.3,2.7,3.9,222.0
0.3,0.2,0.6,0.0,99,1021.3,2.7,3.1,5.0,227.0
0.7,0.5,0.8,0.0,95,1021.4,2.8,3.7,5.2,236.0
1.1,0.7,1.3,0.0,88,1021.5,2.7,3.5,5.5,230.0
1.2,0.9,1.7,0.0,84,1021.6,3.6,4.3,5.8,231.0
1.6,1.4,1.8,0.0,81,1021.5,3.9,4.7,6.1,223.0
2.0,1.5,2.4,0.0,79,1021.5,3.8,4.4,5.8,217.0
1.7,1.3,2.4,0.0,82,1021.4,4.7,6.1,9.2,221.0
1.4,0.9,1.8,0.0,81,1021.3,5.1,6.2,9.2,222.0
1.2,1.1,1.3,0.0,74,1021.2,5.1,5.8,8.3,224.0
1.2,1.0,1.3,0.0,75,1021.1,3.9,4.9,7.4,229.0
0.9,0.6,1.1,0.0,81,1020.9,3.9,5.1,7.8,221.0
0.5,0.4,0.6,0.0,86,1021.0,3.3,4.8,5.7,223.0
0.4,0.3,0.4,0.0,88,1021.1,3.3,4.3,5.9,218.0
0.4,0.3,0.4,0.0,89,1021.0,2.9,3.6,5.1,222.0
0.5,0.4,0.6,0.0,90,1020.9,3.4,4.0,6.9,209.0
0.4,0.3,0.6,0.0,94,1020.7,3.2,4.0,6.7,193.0
0.6,0.4,0.7,0.0,92,1020.6,2.9,3.5,5.5,184.0
0.4,0.3,0.7,0.0,93,1020.3,3.9,4.9,7.7,203.0
0.3,0.3,0.4,0.2,96,1019.9,3.9,4.9,8.3,197.0
0.4,0.4,0.5,0.1,97,1019.3,3.5,4.6,7.3,197.0
0.5,0.4,0.7,0.1,97,1018.8,3.3,4.3,7.6,209.0
0.7,0.7,0.8,0.1,97,1018.4,3.9,4.4,7.0,208.0
0.9,0.8,1.0,0.4,98,1018.0,4.3,5.1,8.3,197.0
1.0,0.9,1.1,0.0,98,1017.7,5.0,5.6,8.7,190.0
1.0,0.9,1.1,0.0,98,1017.5,5.0,5.5,9.2,193.0
1.1,1.0,1.2,0.1,97,1017.3,4.2,5.5,8.3,197.0
1.3,1.2,1.5,0.0,98,1017.1,4.2,4.8,8.2,199.0
1.6,1.5,1.8,0.0,98,1017.0,4.5,5.1,9.4,208.0
1.8,1.7,1.9,0.0,98,1016.8,4.7,5.9,8.3,203.0
1.9,1.8,2.0,0.0,98,1016.5,4.8,6.1,9.0,218.0
2.1,1.9,2.2,0.1,99,1016.2,4.9,5.9,8.6,215.0
2.1,2.0,2.1,0.1,99,1016.1,5.1,6.1,8.8,218.0
1.9,1.8,2.0,0.1,99,1015.8,4.6,5.7,7.9,221.0
1.7,1.6,1.8,0.0,100,1015.3,5.0,5.5,7.6,224.0
1.6,1.5,1.7,0.0,100,1014.9,4.6,5.6,7.6,225.0
1.4,1.3,1.6,0.0,100,1014.8,3.7,4.3,6.7,228.0
1.3,1.2,1.4,0.0,100,1014.4,2.9,3.6,4.8,221.0
1.2,1.1,1.4,0.0,100,1014.2,3.4,4.3,6.0,229.0
1.0,0.9,1.1,0.0,100,1014.0,3.2,3.5,5.1,236.0
1.0,1.0,1.1,0.0,100,1013.5,2.5,3.5,4.9,241.0
0.9,0.9,1.0,0.0,100,1013.0,2.5,3.0,4.3,237.0
0.9,0.8,1.0,0.0,100,1012.8,2.7,3.0,4.4,253.0
0.8,0.7,0.9,0.0,100,1012.2,2.5,3.0,4.3,249.0
0.7,0.7,0.8,0.0,100,1011.8,2.4,2.8,4.8,247.0
0.7,0.6,0.8,0.0,100,1011.2,2.8,3.5,5.0,238.0
0.5,0.5,0.6,0.0,100,1010.3,3.2,3.7,5.6,233.0
0.4,0.3,0.5,0.0,100,1009.4,3.3,4.0,6.1,226.0
0.2,0.2,0.3,0.0,100,1008.8,3.2,3.9,5.5,231.0
0.2,0.1,0.3,0.0,100,1008.4,3.8,4.6,6.3,224.0
0.4,0.2,0.6,0.0,100,1007.9,4.2,5.4,7.4,224.0
0.7,0.6,0.9,0.0,100,1007.0,4.8,5.6,8.3,214.0
1.0,0.9,1.1,0.1,100,1006.1,4.7,5.3,9.5,208.0
1.2,1.1,1.4,0.1,99,1005.3,4.8,5.6,9.3,207.0
1.6,1.4,1.7,0.2,98,1004.3,5.6,6.5,10.8,208.0
1.9,1.7,2.0,0.1,98,1003.0,5.5,7.0,10.0,193.0
2.0,2.0,2.1,0.2,98,1001.7,5.7,6.5,10.8,190.0
2.2,2.1,2.2,0.5,98,1000.5,6.1,7.3,10.9,192.0
2.2,2.1,2.3,0.6,98,999.2,6.9,7.6,12.3,193.0
2.2,2.1,2.2,0.1,99,997.8,6.8,7.6,11.6,192.0
2.2,2.1,2.2,0.2,99,996.7,6.7,7.2,11.7,193.0
2.2,2.1,2.4,0.5,99,995.7,5.8,6.4,11.0,198.0
2.4,2.3,2.5,0.9,99,994.5,5.7,7.1,11.0,209.0
2.0,1.8,2.3,0.3,99,993.6,5.6,6.7,9.7,223.0
1.8,1.8,1.9,0.1,99,992.2,6.9,8.3,12.0,225.0
1.8,1.7,1.9,0.2,100,991.4,5.5,7.0,10.8,234.0
1.8,1.7,1.9,0.0,100,991.1,4.8,5.8,8.2,233.0
1.8,1.6,2.0,0.0,100,990.7,4.2,5.1,7.1,253.0
2.0,1.9,2.1,0.0,100,990.7,4.1,5.0,7.2,260.0
1.9,1.7,2.1,0.0,100,990.4,4.2,4.8,6.8,245.0
2.3,2.0,2.4,0.0,100,990.4,5.0,5.7,8.2,263.0
2.3,2.1,2.4,0.0,98,990.4,4.3,5.3,7.5,266.0
2.3,2.2,2.4,0.0,95,990.6,5.1,5.6,8.9,271.0
2.3,2.2,2.4,0.0,95,990.9,4.9,5.7,8.9,277.0
2.6,2.4,2.7,0.0,92,991.4,4.6,5.2,7.7,287.0
3.0,2.7,3.4,0.0,89,992.1,4.8,5.6,8.4,282.0
3.7,3.4,4.5,0.0,84,992.6,4.3,5.8,9.6,278.0
4.9,4.4,5.4,0.0,79,992.8,4.3,5.3,7.9,250.0
4.8,4.5,5.1,0.0,80,993.3,4.3,5.5,7.5,250.0
4.5,3.9,5.2,0.0,84,993.5,5.0,5.7,8.6,223.0
3.6,3.1,4.5,0.0,88,993.7,5.5,6.6,8.9,227.0
3.0,2.4,3.4,0.0,90,994.0,4.6,5.4,8.0,227.0
2.2,2.0,2.5,0.0,92,994.3,4.1,5.3,7.1,227.0
2.3,2.1,2.5,0.0,90,994.2,3.2,4.1,5.6,232.0
2.2,2.0,2.3,0.0,91,994.5,2.9,3.5,5.3,232.0
1.8,1.6,2.1,0.0,93,995.0,3.3,4.2,5.7,228.0
1.2,0.9,1.6,0.0,95,995.4,4.2,5.1,7.2,230.0
1.1,1.0,1.1,0.0,96,995.5,3.1,4.1,5.6,238.0
0.9,0.7,1.1,0.0,97,995.5,4.0,5.1,7.1,235.0
0.4,0.1,0.7,0.0,97,995.4,3.3,4.8,6.7,258.0
0.0,-0.2,0.3,0.0,98,995.2,2.4,3.3,4.6,275.0
-0.3,-0.4,-0.2,0.0,99,995.3,1.7,2.9,4.0,290.0
-0.3,-0.3,-0.2,0.0,99,995.4,1.1,1.5,2.6,250.0
-0.4,-0.6,-0.2,0.0,100,995.4,1.7,2.3,3.4,227.0
-0.6,-0.7,-0.5,0.0,100,995.4,1.6,2.4,3.6,283.0
-0.8,-0.9,-0.7,0.0,100,995.3,0.9,1.5,2.4,286.0
-0.7,-0.8,-0.6,0.0,100,995.2,1.1,1.5,2.5,311.0
-0.7,-0.8,-0.6,0.0,100,995.4,1.0,1.6,2.2,352.0
-0.4,-0.7,0.0,0.0,100,995.8,0.6,1.1,2.0,43.0
-0.2,-0.4,0.1,0.0,99,996.1,1.9,2.5,3.6,358.0
-0.2,-0.4,0.3,0.0,96,996.4,1.8,2.4,3.3,358.0
0.5,0.1,1.2,0.0,92,996.6,0.7,1.5,2.2,5.0
2.0,1.2,2.7,0.0,84,996.4,1.1,2.0,3.0,140.0
3.3,2.6,4.3,0.0,79,996.4,1.8,2.4,3.8,197.0
4.3,3.4,5.1,0.0,74,996.2,1.9,2.3,4.6,213.0
3.6,3.1,4.7,0.0,78,996.2,3.9,4.1,6.2,235.0
2.2,1.7,3.4,0.0,86,996.5,4.3,4.8,6.9,233.0
0.9,0.6,1.9,0.0,93,996.8,4.6,5.6,8.3,231.0
0.4,0.3,0.6,0.0,95,997.1,3.3,3.7,5.4,245.0
0.5,0.1,0.8,0.0,85,997.3,4.0,4.3,6.2,281.0
-0.5,-0.8,0.1,0.0,87,997.5,3.4,3.8,4.9,290.0
-0.8,-0.9,-0.7,0.0,89,997.5,3.1,3.6,4.8,299.0
-0.8,-0.9,-0.6,0.0,89,997.6,2.6,2.9,3.9,297.0
-0.6,-0.8,-0.4,0.0,88,997.7,2.9,3.3,4.5,295.0
-0.4,-0.5,-0.2,0.0,88,997.8,2.8,3.1,4.3,300.0
-0.2,-0.3,-0.2,0.0,87,997.9,2.4,2.8,4.0,304.0
-0.1,-0.2,-0.1,0.0,86,998.0,2.8,3.2,5.2,303.0
-0.3,-0.4,-0.2,0.0,87,998.1,2.8,3.2,4.8,303.0
-1.2,-1.7,-0.5,0.0,90,998.5,2.7,3.0,4.2,295.0
-1.6,-1.9,-1.1,0.0,93,998.8,2.5,3.0,3.8,293.0
-0.8,-1.1,-0.6,0.0,90,999.3,2.8,3.2,4.5,290.0
-0.4,-0.6,0.0,0.0,88,999.7,2.9,3.2,5.0,297.0
0.3,0.0,0.9,0.0,85,1000.3,2.2,3.1,4.7,309.0
1.1,0.9,1.3,0.0,80,1001.1,1.8,2.4,4.2,308.0
1.6,1.1,1.9,0.0,76,1001.5,2.0,2.4,3.6,292.0
1.5,1.3,1.7,0.0,73,1002.0,1.8,2.2,3.8,285.0
1.8,1.6,2.1,0.0,69,1002.5,1.0,1.5,3.1,267.0
1.8,1.7,2.1,0.0,72,1002.8,2.9,3.7,4.9,229.0
2.1,1.9,2.3,0.0,70,1003.2,2.5,3.0,4.5,240.0
2.1,2.0,2.4,0.0,65,1003.6,2.4,3.0,4.5,268.0
1.8,1.5,2.0,0.0,70,1004.0,2.7,3.0,4.5,222.0
1.3,1.1,1.5,0.0,72,1004.3,3.3,4.2,6.1,234.0
0.9,0.8,1.1,0.0,73,1004.7,2.7,4.0,4.9,239.0
0.9,0.8,1.0,0.0,75,1005.1,2.1,2.5,3.4,263.0
0.7,0.7,0.8,0.0,75,1005.5,1.6,2.0,2.6,279.0
0.6,0.4,0.7,0.0,76,1005.8,1.6,1.9,2.7,302.0
0.5,0.4,0.6,0.0,75,1006.1,1.5,1.9,2.7,290.0
0.4,0.3,0.5,0.0,76,1006.3,1.6,1.8,2.2,296.0
0.1,-0.2,0.3,0.0,79,1006.5,1.6,2.1,2.5,304.0
-0.2,-0.3,-0.1,0.0,80,1007.0,1.1,1.5,2.0,322.0
-0.2,-0.6,0.0,0.0,79,1007.0,2.0,2.4,2.9,353.0
-1.0,-1.3,-0.6,0.0,83,1007.3,1.3,1.9,3.2,68.0
-1.1,-1.5,-0.8,0.0,85,1007.6,0.9,1.1,1.7,42.0
-1.4,-1.6,-1.0,0.0,87,1007.8,1.1,1.4,1.7,51.0
-1.5,-1.9,-0.7,0.0,88,1007.9,1.6,1.8,2.5,39.0
-0.6,-0.7,-0.5,0.0,87,1008.3,1.5,1.9,2.6,89.0
0.0,-0.5,0.5,0.0,90,1008.6,1.5,1.9,2.6,102.0
1.0,0.6,1.3,0.0,83,1008.7,2.0,2.5,3.9,109.0
1.7,1.4,2.1,0.1,85,1009.6,1.9,2.4,4.3,131.0
1.4,0.9,1.9,0.0,84,1009.7,2.6,3.2,4.2,133.0
0.5,0.3,0.9,0.0,90,1009.8,2.6,3.5,4.5,130.0
0.3,0.1,0.4,0.0,93,1010.0,2.1,2.4,3.4,111.0
-0.1,-0.2,0.0,0.0,95,1010.0,2.7,3.1,4.8,112.0
0.0,-0.1,0.1,0.0,95,1010.1,3.2,3.7,5.1,111.0
0.2,0.1,0.3,0.0,94,1010.2,3.0,3.8,5.0,109.0
0.3,0.2,0.4,0.1,95,1010.2,3.7,4.2,6.3,105.0
0.4,0.3,0.4,0.1,94,1010.1,3.8,4.4,6.3,105.0
0.3,0.2,0.3,0.2,96,1010.1,4.7,5.3,7.5,107.0
0.2,0.1,0.3,0.1,96,1010.1,4.5,4.9,6.9,114.0
0.0,0.0,0.1,0.0,98,1009.9,4.7,5.1,7.6,114.0
0.0,-0.1,0.0,0.0,99,1009.6,4.5,5.0,7.2,110.0
0.1,0.0,0.3,0.1,99,1009.3,4.4,5.2,7.2,97.0
0.2,0.1,0.3,0.0,99,1009.0,4.5,5.1,7.4,98.0
0.3,0.2,0.4,0.0,99,1008.7,5.1,5.8,8.9,97.0
0.5,0.3,0.8,0.0,99,1008.6,5.3,5.7,9.6,91.0
1.1,0.9,1.3,0.0,98,1008.4,5.9,7.1,9.9,97.0
1.4,1.2,1.7,0.0,96,1008.1,5.5,6.2,9.0,96.0
2.1,1.7,3.1,0.0,93,1007.9,5.0,5.9,8.6,96.0
3.5,3.1,4.4,0.0,87,1007.5,4.8,5.9,8.2,100.0
4.5,4.0,4.9,0.0,82,1007.3,4.6,5.2,7.6,92.0
5.0,4.7,5.2,0.0,80,1007.1,3.7,4.3,5.9,81.0
5.4,5.1,5.6,0.0,78,1006.7,4.5,5.3,7.1,80.0
5.3,5.1,5.5,0.0,79,1006.3,4.3,4.9,6.3,78.0
5.0,4.6,5.2,0.0,79,1006.1,4.6,4.9,7.1,82.0
4.3,4.0,4.6,0.0,81,1006.2,4.2,4.9,6.4,76.0
3.8,3.6,4.0,0.0,83,1006.1,4.2,4.8,6.3,79.0
3.5,3.1,3.7,0.0,84,1006.3,3.3,4.0,5.4,74.0
3.1,2.9,3.2,0.0,85,1005.8,3.6,3.9,5.2,78.0
3.3,3.1,3.6,0.0,83,1005.6,4.0,4.3,6.0,91.0
3.3,3.0,3.6,0.0,81,1005.3,3.9,4.3,5.0,87.0
2.8,2.7,3.0,0.0,82,1005.0,3.7,4.0,5.0,85.0
3.1,2.9,3.4,0.0,80,1004.5,3.7,3.9,4.7,89.0
3.5,3.4,3.6,0.0,78,1004.2,3.7,4.0,4.9,87.0
3.4,3.1,3.6,0.0,77,1003.7,3.4,4.0,5.1,89.0
2.8,2.6,3.1,0.0,79,1003.6,3.5,3.7,4.6,85.0
2.4,2.3,2.6,0.0,81,1003.5,3.7,3.9,5.0,91.0
2.5,2.3,2.9,0.0,81,1003.2,3.6,3.8,4.8,95.0
3.7,2.8,4.7,0.0,76,1002.8,3.9,4.6,6.3,100.0
5.0,4.7,5.6,0.0,70,1002.6,4.0,4.3,5.8,103.0
5.6,5.4,5.8,0.0,68,1002.2,4.2,4.9,6.3,106.0
5.4,5.2,5.6,0.0,70,1002.1,3.7,4.1,6.0,104.0
5.9,5.4,6.6,0.0,68,1001.7,4.8,5.6,7.4,109.0
7.1,6.6,7.4,0.0,64,1001.1,4.8,5.6,7.3,111.0
7.9,7.1,8.5,0.0,61,1000.7,4.3,5.5,7.8,108.0
8.6,8.1,8.9,0.0,58,1000.1,5.0,6.0,8.8,98.0
8.3,7.7,8.8,0.0,59,999.4,4.4,5.3,8.3,99.0
8.0,7.8,8.2,0.0,60,998.9,3.4,4.7,6.9,90.0
7.7,7.5,8.0,0.0,62,998.5,3.7,4.7,7.6,93.0
7.2,6.7,7.5,0.0,64,998.0,2.7,3.4,5.1,81.0
6.4,6.1,6.7,0.0,69,997.6,3.2,4.0,6.7,87.0
5.6,5.2,6.2,0.0,75,997.2,3.2,3.9,6.7,97.0
5.1,4.9,5.3,0.0,79,996.7,2.8,3.5,4.7,100.0
5.4,5.1,5.8,0.0,79,996.2,2.7,3.4,4.3,99.0
6.2,5.8,6.4,0.0,76,995.9,4.7,5.2,6.3,108.0
5.9,5.4,6.2,0.0,76,995.6,4.0,4.6,5.3,104.0
5.2,4.9,5.4,0.0,79,995.1,3.8,4.3,5.1,107.0
4.8,4.6,4.9,0.0,80,994.8,3.2,4.0,4.9,100.0
4.7,4.6,4.8,0.0,81,994.3,3.2,4.2,5.0,105.0
5.0,4.7,5.2,0.0,80,993.8,3.5,3.8,4.8,111.0
4.5,4.3,4.9,0.0,82,993.3,3.0,3.6,6.0,91.0
4.0,3.9,4.3,0.0,83,993.1,3.1,4.0,5.5,102.0
4.2,4.0,4.6,0.0,83,992.9,3.1,3.9,5.3,92.0
4.7,4.6,4.9,0.0,81,993.0,3.0,3.5,4.5,106.0
5.3,4.9,5.8,0.0,78,993.1,2.4,3.0,3.9,98.0
6.2,5.6,6.7,0.0,75,992.9,2.1,2.5,3.5,97.0
6.8,6.0,7.8,0.0,73,992.9,2.7,3.5,4.3,121.0
6.2,5.8,6.7,0.0,76,993.1,2.8,3.8,4.6,120.0
5.2,4.9,5.8,0.0,82,993.5,2.6,3.2,4.5,116.0
4.6,4.0,5.1,0.0,89,994.1,2.3,2.9,4.2,158.0
4.1,3.5,4.4,0.3,97,994.6,3.2,4.1,6.2,219.0
3.1,3.0,3.5,0.6,98,995.0,3.5,4.3,6.6,234.0
3.3,3.1,3.4,0.8,99,995.4,4.2,4.7,6.5,235.0
3.3,3.2,3.4,0.2,99,995.6,4.3,4.8,6.9,234.0
3.1,3.0,3.2,0.0,99,996.2,3.6,4.5,6.3,237.0
3.4,3.0,3.8,0.0,99,996.9,3.0,3.7,5.1,249.0
3.8,3.5,4.1,0.0,99,997.6,4.4,5.4,7.9,252.0
4.3,4.1,4.4,0.0,99,998.3,3.9,5.5,7.4,257.0
4.1,3.9,4.2,0.0,99,998.9,3.5,4.2,5.8,243.0
3.9,3.7,4.0,0.0,99,999.4,3.6,4.4,6.2,235.0
2.8,2.4,3.7,0.0,98,999.9,4.2,5.4,7.9,237.0
2.6,2.5,2.8,0.0,99,1000.4,3.8,4.6,6.3,241.0
2.9,2.8,3.1,0.0,97,1000.6,3.8,4.7,7.7,232.0
2.5,2.1,2.8,0.0,97,1000.8,3.9,5.0,7.4,238.0
2.8,2.7,2.9,0.0,97,1001.0,4.1,4.9,7.7,232.0
2.8,2.7,2.9,0.0,97,1001.5,4.2,4.9,7.7,238.0
3.1,2.9,3.5,0.0,97,1001.9,3.2,4.8,6.6,240.0
3.4,3.2,3.9,0.0,96,1002.5,3.2,4.6,7.3,233.0
4.0,3.3,5.2,0.0,96,1003.3,3.3,4.1,6.1,256.0
6.4,5.1,7.7,0.0,87,1003.8,2.9,4.6,5.7,255.0
8.8,7.3,9.7,0.0,77,1003.9,2.7,3.3,4.8,218.0
9.8,8.8,10.7,0.0,72,1004.1,3.5,4.0,5.7,218.0
10.3,9.6,10.8,0.0,70,1004.6,4.6,5.6,7.4,217.0
10.4,9.9,11.2,0.0,69,1005.0,4.8,5.9,8.0,221.0
10.8,10.4,11.2,0.0,68,1005.3,4.8,5.4,7.4,223.0
9.8,8.9,10.5,0.0,70,1005.7,5.5,6.5,8.3,220.0
8.3,7.7,9.0,0.0,74,1006.4,5.7,6.8,9.2,231.0
7.0,6.2,7.8,0.0,77,1007.1,4.9,5.7,8.1,234.0
5.8,5.3,6.4,0.0,82,1007.8,4.4,4.7,7.0,235.0
4.9,4.5,5.3,0.0,87,1008.4,4.5,4.8,6.3,246.0
4.7,4.0,5.4,0.0,87,1009.0,4.6,5.2,7.1,253.0
4.5,4.0,5.0,0.0,88,1009.2,2.3,4.0,5.2,257.0
3.5,2.8,4.0,0.0,92,1009.7,2.0,2.5,2.9,231.0
2.5,2.2,2.9,0.0,95,1010.0,1.8,2.3,3.4,237.0
1.8,1.2,2.4,0.0,96,1010.3,1.5,2.3,2.8,223.0
1.4,1.1,1.7,0.0,97,1010.6,1.2,1.8,2.7,210.0
0.9,0.7,1.1,0.0,97,1010.5,1.0,1.5,1.9,172.0
0.6,0.3,0.8,0.0,97,1010.4,0.9,1.6,1.8,165.0
-0.1,-0.6,0.4,0.0,98,1010.1,0.8,1.3,1.5,106.0
0.1,-0.6,0.9,0.0,98,1010.2,1.5,2.0,2.3,163.0
1.0,0.9,1.1,0.0,99,1010.1,1.4,1.7,2.3,103.0
1.3,1.0,1.8,0.0,99,1010.2,1.3,1.9,2.7,84.0
2.4,1.7,3.4,0.0,100,1010.1,2.2,3.0,4.1,94.0
4.0,3.4,4.5,0.0,97,1010.0,3.2,4.1,5.8,109.0
4.9,4.4,5.3,0.0,93,1009.9,3.7,5.0,6.8,94.0
5.9,5.3,6.8,0.0,92,1008.9,3.9,4.7,6.9,98.0
7.2,6.8,7.9,0.0,86,1008.1,4.8,5.6,8.5,100.0
7.7,6.9,8.4,0.0,82,1007.6,5.5,6.7,9.6,98.0
7.5,6.9,8.1,0.0,82,1007.1,4.8,5.7,9.0,88.0
7.9,7.7,8.0,0.0,80,1006.2,5.4,6.0,8.7,85.0
7.7,7.3,7.9,0.0,81,1005.3,4.5,5.0,8.0,79.0
7.0,6.8,7.3,0.0,84,1004.7,4.9,5.5,8.3,75.0
7.1,6.9,7.3,0.0,85,1004.0,5.0,5.7,8.5,86.0
7.3,7.1,7.7,0.0,83,1003.3,4.8,5.6,8.8,91.0
8.0,7.6,8.4,0.0,80,1002.5,4.4,5.2,9.7,93.0
8.2,8.0,8.6,0.0,79,1001.8,4.9,6.0,9.1,90.0
7.7,7.5,8.1,0.0,81,1000.7,5.0,5.4,8.0,91.0
7.3,7.1,7.6,0.0,84,999.8,4.2,4.6,6.2,85.0
7.2,7.0,7.4,0.0,86,998.9,4.3,4.6,6.2,90.0
6.6,6.2,7.0,0.0,88,998.0,4.4,4.8,6.9,96.0
5.9,5.6,6.2,0.0,90,997.2,3.0,4.7,5.6,90.0
5.6,5.4,5.8,0.0,92,996.7,2.7,3.2,4.2,98.0
5.2,4.8,5.5,0.0,92,996.4,3.4,4.0,6.0,102.0
4.9,4.7,5.2,0.0,93,995.8,3.0,4.2,6.0,96.0
5.3,5.1,5.6,0.0,91,995.5,1.9,2.5,3.7,107.0
6.6,5.6,8.4,0.0,86,995.3,0.6,1.4,2.3,116.0
9.1,8.5,9.5,0.0,75,995.2,0.8,1.2,2.0,121.0
10.4,9.0,11.6,0.0,72,995.1,1.5,2.2,3.7,127.0
11.6,11.0,12.0,0.0,70,995.4,2.5,3.0,4.3,183.0
12.2,11.6,12.8,0.0,70,995.8,3.0,3.9,5.7,212.0
11.7,11.0,12.8,0.0,70,996.1,3.0,4.9,6.6,227.0
13.3,12.9,13.7,0.0,64,996.1,2.5,2.9,4.5,219.0
13.6,13.1,14.0,0.0,63,996.6,2.9,3.5,5.9,225.0
13.0,10.4,13.8,0.0,62,997.0,2.3,3.8,5.6,222.0
8.1,6.6,10.3,0.0,72,997.2,1.5,2.0,3.3,216.0
6.3,5.7,6.8,0.0,79,997.8,1.4,1.7,2.8,230.0
5.6,5.4,5.9,0.0,82,998.8,2.0,3.0,4.6,315.0
8.5,5.7,9.7,0.0,83,999.6,3.6,4.4,7.4,351.0
8.3,7.9,9.1,0.0,86,999.9,3.4,4.0,6.2,2.0
7.6,7.4,8.0,0.0,88,1000.4,3.7,4.3,7.0,3.0
7.3,7.1,7.4,0.0,86,1001.0,4.8,5.5,9.0,10.0
6.8,6.4,7.0,0.0,87,1001.6,4.9,5.8,8.7,8.0
6.1,5.9,6.4,0.0,89,1002.0,4.4,5.2,7.9,11.0
5.5,5.2,5.8,0.0,86,1002.1,5.1,6.5,10.6,29.0
5.0,4.8,5.2,0.0,87,1002.6,5.2,5.8,9.5,32.0
4.6,4.4,4.8,0.0,87,1003.0,5.3,6.0,11.0,31.0
4.1,3.8,4.3,0.0,87,1002.9,6.0,6.7,11.0,31.0
3.6,3.5,3.8,0.0,88,1003.3,5.5,6.3,10.8,40.0
3.4,3.3,3.5,0.0,86,1003.3,6.0,7.1,12.4,39.0
3.4,3.3,3.5,0.0,84,1003.6,5.9,6.5,11.2,39.0
3.7,3.4,3.9,0.0,81,1003.4,6.1,7.2,12.3,39.0
3.8,3.6,3.9,0.0,79,1003.2,6.6,7.7,11.9,45.0
4.0,3.8,4.2,0.0,78,1002.8,6.1,7.3,11.8,47.0
4.1,4.0,4.2,0.0,78,1002.1,6.4,7.3,10.8,44.0
3.8,3.7,4.0,0.2,84,1001.1,6.8,7.7,13.6,40.0
3.6,3.4,3.7,0.1,85,1000.3,6.8,7.8,14.1,42.0
3.2,2.9,3.4,1.2,88,999.9,7.2,8.0,12.7,43.0
2.6,2.4,2.8,1.5,92,999.4,6.7,8.1,12.5,44.0
2.0,1.8,2.3,2.3,92,999.2,6.6,7.5,13.5,45.0
1.5,1.2,1.7,4.0,93,998.3,7.2,8.0,13.3,44.0
1.1,0.9,1.2,3.4,93,997.7,7.7,8.4,17.0,47.0
0.8,0.7,0.9,4.1,93,996.8,7.7,9.1,14.6,43.0
0.7,0.6,0.8,2.8,93,996.9,7.3,8.1,13.2,44.0
0.6,0.4,0.7,4.4,94,996.0,6.0,8.0,11.7,40.0
0.4,0.3,0.5,4.4,95,995.7,5.8,6.7,10.4,36.0
0.0,-0.3,0.4,2.5,94,995.4,5.9,6.7,11.1,26.0
-0.5,-0.6,-0.3,0.6,92,995.0,6.1,6.6,11.2,31.0
-0.8,-1.0,-0.6,0.4,92,994.4,6.6,7.0,12.1,28.0
-1.1,-1.2,-0.9,0.1,91,993.7,7.3,8.4,13.4,24.0
-1.3,-1.5,-1.2,0.2,90,993.7,7.2,8.1,13.1,22.0
-1.6,-1.6,-1.5,0.2,89,993.3,7.2,8.1,13.7,21.0
-1.9,-2.2,-1.6,0.9,89,993.7,7.0,8.1,14.0,14.0
-2.4,-2.5,-2.2,1.9,94,994.1,6.8,7.7,12.9,8.0
-2.4,-2.5,-2.2,0.8,93,994.4,7.3,8.4,13.8,10.0
-2.2,-2.3,-2.0,0.7,91,994.7,6.5,7.5,13.4,7.0
-1.6,-1.9,-1.5,0.0,84,994.7,7.3,8.9,16.3,2.0
-1.4,-1.5,-1.2,0.0,81,995.0,7.7,9.0,16.0,357.0
-0.9,-1.2,-0.4,0.0,78,995.2,8.0,9.9,16.8,356.0
-0.1,-0.3,0.3,0.0,74,995.8,7.5,9.3,16.1,351.0
0.1,-0.2,0.5,0.0,71,996.7,8.5,10.1,18.1,354.0
